Date,Course Category,Course Name,Course Price,Instructor Cost,Refund Amount,Leads_Clean,Enrollments_clean,Marketing_spend
2/24/2023,Finance,Equity Research,7999,,0,,,
1/4/2024,Marketing,Digital Marketing,5999,,0,,,
3/13/2023,Unknown,Equity Research,5999,,0,,101,114173
10/31/2024,Marketing,Digital Marketing,,,49664,,15,
6/11/2023,Unknown,Financial Modeling,11999,,41860,635,,
3/18/2023,Data,Power Bi Mastery,9999,,0,301,20,192551
1/19/2024,Unknown,Sql Bootcamp,,53185,0,,,
9/15/2024,Marketing,Brand Strategy,5999,,12849,,57,
3/11/2023,Data,Data Analytics,9999,73722,0,,53,
4/24/2024,Marketing,Digital Marketing,7999,,0,,118,
6/14/2024,Unknown,Brand Strategy,11999,42504,0,23,,
10/28/2024,Unknown,Digital Marketing,9999,,0,,,
2/2/2024,Marketing,Brand Strategy,,,0,,,
7/15/2023,Unknown,Power Bi Mastery,6999,,49018,,99,
8/9/2023,Unknown,Data Analytics,6999,,38851,,,
3/20/2024,Finance,Equity Research,6999,,31440,316,27,
11/10/2024,Unknown,Data Analytics,6999,,29475,,46,
5/11/2023,Unknown,Corporate Finance,,,31574,,13,
12/4/2023,Data,Data Analytics,6999,,0,,,
2/21/2024,Data,Sql Bootcamp,9999,,0,,,
12/1/2024,Unknown,Digital Marketing,5999,,0,,117,
4/26/2023,Data,Sql Bootcamp,9999,,0,,,
6/29/2023,Unknown,Financial Modeling,11999,,0,,75,28488
12/27/2023,Unknown,Power Bi Mastery,7999,,0,,,121641
3/18/2024,Finance,Equity Research,7999,,0,,,
10/12/2024,Finance,Equity Research,9999,6010,0,570,,
4/22/2023,Unknown,Sql Bootcamp,11999,,14264,115,35,
7/2/2024,Data,Power Bi Mastery,5999,,42828,,2,57527
1/4/2023,Unknown,Power Bi Mastery,6999,56675,6150,,,
9/1/2023,Unknown,Corporate Finance,9999,9759,12444,726,,
1/1/2024,Unknown,Brand Strategy,9999,,0,,110,
2/13/2023,Unknown,Digital Marketing,9999,,0,,79,
7/5/2024,Data,Data Analytics,6999,,45075,,,
3/19/2023,Data,Power Bi Mastery,6999,,0,654,,
4/10/2023,Unknown,Digital Marketing,5999,,48271,149,119,91982
8/10/2024,Marketing,Performance Marketing,5999,81778,0,,,
3/25/2023,Unknown,Financial Modeling,9999,,0,,19,
11/3/2023,Data,Power Bi Mastery,9999,,6827,,64,49349
3/11/2023,Marketing,Brand Strategy,9999,79911,36953,,52,
4/12/2024,Marketing,Digital Marketing,5999,,0,,,
11/10/2023,Data,Power Bi Mastery,6999,,0,,,
8/22/2023,Unknown,Digital Marketing,9999,,0,,118,
12/11/2024,Finance,Financial Modeling,5999,,15459,723,,
5/16/2024,Finance,Corporate Finance,,24321,0,296,16,
8/28/2023,Unknown,Sql Bootcamp,5999,,0,207,,
11/13/2024,Finance,Corporate Finance,,18389,0,,,
1/30/2023,Unknown,Sql Bootcamp,9999,,0,,32,48260
10/31/2023,Finance,Financial Modeling,7999,19571,0,,,34433
3/28/2024,Data,Sql Bootcamp,7999,42212,0,,72,
7/10/2024,Unknown,Financial Modeling,7999,65741,10392,,57,61612
7/24/2024,Unknown,Digital Marketing,6999,,0,,63,
7/5/2023,Marketing,Brand Strategy,5999,67833,24031,,5,
4/7/2024,Unknown,Equity Research,9999,,0,682,61,
6/1/2023,Data,Sql Bootcamp,5999,,0,279,,
8/5/2023,Data,Data Analytics,6999,,0,758,51,
1/1/2024,Data,Sql Bootcamp,5999,57073,0,,99,
4/14/2024,Finance,Equity Research,7999,,8698,389,30,195889
11/12/2023,Data,Sql Bootcamp,,,0,693,19,119897
7/8/2024,Unknown,Data Analytics,9999,73617,0,,45,
8/8/2024,Unknown,Digital Marketing,9999,,0,,,
9/23/2023,Unknown,Power Bi Mastery,,17208,42167,,,
11/5/2024,Data,Sql Bootcamp,9999,,0,637,23,192612
10/25/2024,Finance,Financial Modeling,,,15973,277,,125801
5/2/2024,Data,Power Bi Mastery,5999,19769,0,,101,
7/2/2023,Data,Data Analytics,5999,,0,,29,30118
7/16/2024,Finance,Equity Research,7999,70169,0,594,,
11/21/2024,Finance,Financial Modeling,6999,,17337,,,
6/2/2024,Unknown,Equity Research,9999,,0,798,54,
8/19/2024,Finance,Corporate Finance,7999,,0,,,
5/8/2024,Data,Power Bi Mastery,6999,,3377,607,,
6/29/2023,Unknown,Power Bi Mastery,9999,,12850,,,
8/18/2024,Unknown,Digital Marketing,6999,,23257,,64,
7/24/2023,Finance,Equity Research,9999,,0,,,17374
10/18/2023,Unknown,Brand Strategy,7999,,0,,14,
2/3/2023,Marketing,Digital Marketing,,,0,,,
2/15/2023,Finance,Financial Modeling,9999,,0,117,,
8/1/2024,Data,Sql Bootcamp,6999,,0,,,
3/21/2024,Unknown,Data Analytics,7999,22979,0,190,96,141438
10/10/2024,Data,Data Analytics,7999,11641,20288,,,
9/25/2024,Data,Sql Bootcamp,7999,,34252,,37,
8/19/2023,Data,Sql Bootcamp,9999,,31951,,44,104770
6/24/2024,Finance,Financial Modeling,9999,,0,,,172104
10/19/2023,Unknown,Power Bi Mastery,11999,19658,0,,76,
3/23/2023,Unknown,Power Bi Mastery,5999,,24313,82,30,
4/2/2023,Finance,Financial Modeling,9999,,14527,124,11,
8/26/2023,Unknown,Power Bi Mastery,9999,,0,,,
3/5/2024,Unknown,Digital Marketing,11999,,0,,0,
6/8/2024,Unknown,Sql Bootcamp,6999,62283,0,596,,102154
12/7/2023,Unknown,Digital Marketing,11999,,0,,,7331
3/9/2024,Finance,Equity Research,11999,,0,,,70096
11/9/2023,Unknown,Sql Bootcamp,,,0,,,
7/9/2024,Marketing,Digital Marketing,5999,,27405,,21,62270
11/23/2024,Finance,Equity Research,,,1418,254,92,93516
6/22/2023,Finance,Equity Research,9999,70032,0,540,80,115109
3/1/2023,Data,Data Analytics,7999,13318,0,,14,114240
9/4/2024,Finance,Financial Modeling,7999,40264,0,,37,
2/23/2023,Finance,Equity Research,5999,,0,,,
6/13/2024,Unknown,Financial Modeling,6999,,0,,,
4/29/2023,Data,Sql Bootcamp,7999,25184,42862,,64,184861
1/12/2024,Finance,Corporate Finance,,,0,,,178282
7/30/2024,Marketing,Performance Marketing,5999,29654,0,706,,
8/16/2023,Marketing,Brand Strategy,9999,,37911,,69,
3/10/2023,Unknown,Digital Marketing,7999,,25567,20,84,
3/28/2024,Marketing,Digital Marketing,11999,,0,,,96703
10/26/2024,Unknown,Digital Marketing,9999,,0,528,,78301
5/10/2023,Unknown,Data Analytics,6999,,0,,67,
9/16/2024,Unknown,Corporate Finance,5999,,0,,,
8/26/2023,Data,Sql Bootcamp,11999,70291,0,,36,5715
6/18/2024,Finance,Financial Modeling,5999,38112,0,,112,
3/12/2024,Marketing,Digital Marketing,9999,22676,0,,,54296
7/23/2023,Marketing,Performance Marketing,5999,,0,,,
11/6/2023,Marketing,Performance Marketing,,64732,47340,,,
11/17/2024,Marketing,Digital Marketing,7999,,29506,,,
4/2/2023,Marketing,Digital Marketing,11999,,8995,,61,
12/24/2024,Unknown,Equity Research,9999,31055,31244,,9,
12/9/2024,Marketing,Digital Marketing,9999,,0,,104,
8/9/2024,Unknown,Corporate Finance,,25709,0,,101,
6/19/2023,Unknown,Sql Bootcamp,9999,,7035,,119,
3/10/2023,Data,Sql Bootcamp,6999,69813,0,365,,
10/11/2024,Marketing,Performance Marketing,9999,13253,7492,,105,183009
11/6/2023,Unknown,Performance Marketing,,,37666,,40,
11/15/2024,Unknown,Data Analytics,11999,65307,0,521,40,
12/10/2023,Unknown,Performance Marketing,5999,,37231,,,
3/16/2024,Data,Data Analytics,,,14760,,,
10/22/2023,Unknown,Equity Research,6999,,0,596,73,
5/1/2024,Marketing,Digital Marketing,5999,,0,,44,
5/30/2023,Unknown,Brand Strategy,5999,,0,,,
1/18/2024,Unknown,Digital Marketing,7999,,0,,,
6/20/2024,Finance,Financial Modeling,5999,31521,0,,,
5/19/2024,Data,Sql Bootcamp,6999,,3900,,,
1/3/2024,Finance,Corporate Finance,11999,,0,,34,
11/20/2024,Unknown,Sql Bootcamp,5999,86847,0,727,,167088
8/29/2023,Marketing,Digital Marketing,7999,,0,541,61,
2/10/2024,Unknown,Financial Modeling,9999,37872,0,700,,
8/1/2023,Finance,Equity Research,9999,,0,,,110204
9/5/2024,Marketing,Digital Marketing,9999,,39149,,70,97496
6/20/2024,Finance,Corporate Finance,6999,71684,0,,,
4/24/2023,Marketing,Digital Marketing,9999,27268,14479,711,50,145058
5/1/2023,Unknown,Equity Research,9999,,26106,,85,
1/25/2023,Unknown,Data Analytics,9999,,0,,,
2/12/2023,Finance,Corporate Finance,5999,8868,0,,88,
2/16/2023,Finance,Corporate Finance,,,0,686,,165242
12/22/2023,Unknown,Sql Bootcamp,7999,82772,9607,,,161467
6/14/2024,Data,Sql Bootcamp,6999,,32493,,,45334
5/30/2023,Data,Power Bi Mastery,9999,,0,370,,162404
10/5/2024,Finance,Equity Research,7999,,0,,,82354
5/19/2024,Marketing,Digital Marketing,11999,76135,8767,415,25,126966
9/13/2023,Finance,Equity Research,9999,54739,17718,703,,
3/24/2024,Unknown,Digital Marketing,5999,,28993,,69,
9/3/2023,Unknown,Performance Marketing,,,10334,,11,
12/3/2024,Finance,Equity Research,6999,,15071,461,,
12/30/2024,Unknown,Performance Marketing,,,0,,3,
7/28/2023,Data,Sql Bootcamp,,36172,36247,,55,
11/4/2024,Marketing,Performance Marketing,7999,,0,691,,
11/11/2024,Unknown,Data Analytics,9999,,72,503,,
11/18/2024,Unknown,Data Analytics,11999,,0,,,
9/25/2023,Unknown,Brand Strategy,7999,,0,,,
4/30/2023,Unknown,Performance Marketing,,66630,0,369,,
6/8/2024,Data,Sql Bootcamp,7999,,0,,113,
12/21/2023,Unknown,Data Analytics,9999,53324,24830,,21,
2/28/2024,Marketing,Digital Marketing,5999,49078,0,,,
6/21/2024,Unknown,Financial Modeling,7999,,42353,,28,162640
9/17/2024,Unknown,Digital Marketing,9999,55757,0,,24,
3/22/2024,Unknown,Equity Research,6999,,0,,,
9/6/2024,Data,Sql Bootcamp,11999,82551,0,,90,
8/23/2023,Unknown,Sql Bootcamp,9999,,0,,,
1/13/2023,Marketing,Performance Marketing,5999,,0,,113,
2/1/2023,Data,Power Bi Mastery,7999,,0,,73,
12/13/2023,Unknown,Sql Bootcamp,6999,62278,25533,,,
12/6/2024,Unknown,Power Bi Mastery,6999,5344,0,,87,189495
3/30/2024,Unknown,Financial Modeling,,,32574,,,
12/18/2023,Marketing,Digital Marketing,7999,,17365,22,,
11/15/2023,Unknown,Digital Marketing,9999,25014,36268,,34,
1/18/2024,Unknown,Power Bi Mastery,7999,,0,,,
4/26/2024,Unknown,Power Bi Mastery,7999,,0,,,137796
8/30/2024,Marketing,Performance Marketing,9999,,0,,78,
1/17/2023,Data,Sql Bootcamp,7999,,0,,,
12/25/2024,Data,Sql Bootcamp,7999,,36648,674,44,
6/22/2023,Unknown,Digital Marketing,9999,,0,689,,
10/30/2024,Finance,Equity Research,11999,45491,0,,35,
8/8/2023,Data,Data Analytics,11999,,0,,48,
4/28/2023,Marketing,Performance Marketing,6999,4084,35051,,,11135
5/8/2024,Unknown,Corporate Finance,,,0,,76,
11/28/2023,Unknown,Sql Bootcamp,6999,71122,0,,32,
4/8/2024,Data,Data Analytics,9999,74212,47384,,,
8/28/2023,Data,Sql Bootcamp,6999,,13958,,23,87131
3/21/2024,Data,Sql Bootcamp,9999,,0,,13,
6/15/2023,Data,Sql Bootcamp,9999,,0,,8,7985
8/19/2023,Marketing,Digital Marketing,,,0,,,
3/31/2023,Data,Data Analytics,9999,,0,,,
11/4/2024,Unknown,Sql Bootcamp,9999,,26169,,69,124615
7/24/2024,Data,Data Analytics,7999,,0,,36,
9/15/2023,Data,Sql Bootcamp,7999,54735,41957,515,,
9/13/2023,Unknown,Digital Marketing,11999,59424,44740,,24,
2/23/2024,Marketing,Brand Strategy,9999,,0,,56,
6/9/2024,Unknown,Digital Marketing,7999,62229,0,209,,
4/12/2023,Unknown,Power Bi Mastery,11999,,18035,308,8,
12/2/2024,Unknown,Data Analytics,5999,69270,0,698,,
11/16/2024,Marketing,Performance Marketing,,,0,,,
8/21/2023,Data,Sql Bootcamp,6999,,0,,,174618
5/11/2023,Data,Sql Bootcamp,11999,,43087,,26,16219
3/9/2024,Data,Power Bi Mastery,5999,,0,,,
6/27/2023,Marketing,Digital Marketing,9999,,0,,,
11/2/2023,Unknown,Corporate Finance,11999,,0,118,83,
12/28/2024,Finance,Equity Research,9999,,5142,,107,
8/15/2024,Marketing,Brand Strategy,9999,,30140,,32,
5/28/2024,Finance,Corporate Finance,6999,,31024,204,,89756
5/17/2023,Finance,Financial Modeling,,,19336,,,
12/15/2024,Unknown,Equity Research,9999,76839,0,344,,
3/12/2023,Unknown,Digital Marketing,,,5609,,,184820
11/4/2023,Data,Data Analytics,9999,,0,,,
9/29/2023,Unknown,Brand Strategy,,10399,44561,,,
1/14/2024,Unknown,Sql Bootcamp,6999,11871,49789,,,
3/14/2024,Data,Sql Bootcamp,9999,73698,31497,,,
8/18/2024,Finance,Financial Modeling,7999,53537,0,,118,
10/26/2024,Finance,Financial Modeling,7999,,0,,40,
8/3/2023,Marketing,Digital Marketing,7999,,0,,,
1/14/2024,Unknown,Performance Marketing,9999,,13717,,,
11/22/2023,Unknown,Corporate Finance,7999,,8639,535,66,
6/20/2024,Unknown,Sql Bootcamp,6999,,5815,196,,
7/11/2023,Unknown,Data Analytics,5999,,0,312,,171414
3/23/2023,Unknown,Sql Bootcamp,9999,,3100,,,46436
9/28/2023,Finance,Corporate Finance,9999,76290,0,,,
3/8/2023,Finance,Corporate Finance,9999,,0,422,,
4/1/2024,Marketing,Digital Marketing,7999,,2699,,51,93477
8/2/2024,Unknown,Data Analytics,6999,,0,,,
6/18/2023,Data,Data Analytics,,51012,0,,18,
1/24/2023,Unknown,Equity Research,7999,21573,13008,,,
12/6/2023,Marketing,Brand Strategy,11999,,2290,,25,
9/14/2023,Marketing,Brand Strategy,5999,,0,169,,
2/28/2024,Unknown,Digital Marketing,,,3490,,,
2/8/2023,Marketing,Digital Marketing,7999,,8517,248,,
9/14/2024,Marketing,Digital Marketing,7999,,0,,,
12/26/2024,Data,Power Bi Mastery,,,1590,,29,10296
5/24/2023,Unknown,Data Analytics,7999,,0,386,67,117769
5/6/2024,Unknown,Power Bi Mastery,5999,,0,,,
9/20/2024,Unknown,Brand Strategy,9999,13818,29267,,,
6/13/2024,Finance,Corporate Finance,9999,,45932,,104,
2/16/2024,Unknown,Financial Modeling,7999,,0,438,77,
11/3/2024,Unknown,Data Analytics,7999,84764,0,,94,
2/11/2023,Marketing,Brand Strategy,9999,,31367,,,
3/23/2024,Unknown,Sql Bootcamp,5999,,0,469,,
9/20/2024,Finance,Financial Modeling,11999,,0,,,63879
11/12/2023,Unknown,Power Bi Mastery,9999,,0,,,
11/30/2024,Unknown,Digital Marketing,7999,69510,21714,756,64,
9/9/2024,Unknown,Data Analytics,7999,38477,35829,,107,
8/22/2024,Unknown,Data Analytics,,,0,,,61795
3/2/2023,Marketing,Brand Strategy,,84047,0,,55,
9/26/2024,Finance,Equity Research,9999,,0,,59,
6/16/2023,Finance,Equity Research,11999,19127,0,570,112,
10/1/2024,Marketing,Brand Strategy,7999,39508,8844,,,
10/23/2023,Marketing,Digital Marketing,6999,84907,0,,,
7/24/2023,Data,Data Analytics,7999,75204,0,44,48,13304
2/9/2023,Unknown,Brand Strategy,11999,,0,,,
4/28/2024,Finance,Financial Modeling,7999,,21135,,,
12/19/2023,Finance,Corporate Finance,11999,,0,643,,133509
2/18/2024,Marketing,Performance Marketing,7999,34872,0,261,,
7/27/2023,Data,Data Analytics,9999,,0,68,,
3/13/2023,Data,Sql Bootcamp,9999,27625,0,,,107005
10/24/2023,Finance,Corporate Finance,5999,,29687,,,
8/3/2023,Data,Data Analytics,,,0,,120,
7/2/2024,Unknown,Equity Research,5999,,0,,97,9627
6/2/2024,Marketing,Brand Strategy,6999,81114,0,626,,
1/4/2024,Marketing,Performance Marketing,7999,,0,,93,
7/15/2024,Data,Data Analytics,9999,37975,0,,3,
10/1/2023,Unknown,Power Bi Mastery,11999,74208,0,,63,
2/9/2023,Finance,Equity Research,9999,,4642,,,
10/28/2023,Data,Data Analytics,5999,,0,368,,
2/22/2023,Unknown,Performance Marketing,7999,,12991,316,89,
9/9/2024,Data,Data Analytics,,,0,,,
8/24/2024,Data,Sql Bootcamp,5999,,32423,,94,144733
12/26/2023,Data,Sql Bootcamp,6999,,49671,597,,
2/20/2024,Unknown,Sql Bootcamp,6999,78235,0,,1,
5/30/2023,Data,Data Analytics,,,0,,,
2/9/2023,Unknown,Equity Research,5999,62004,37858,,,
2/21/2023,Finance,Equity Research,9999,,0,711,73,
1/19/2023,Marketing,Brand Strategy,9999,,40364,,,
6/9/2023,Marketing,Digital Marketing,9999,,0,,93,
7/18/2023,Unknown,Corporate Finance,5999,,0,,10,
10/3/2024,Unknown,Equity Research,6999,,0,,,111286
6/10/2023,Finance,Corporate Finance,6999,,0,,44,
12/16/2024,Finance,Equity Research,9999,,0,,,120547
10/10/2023,Data,Data Analytics,11999,,15905,,54,138160
3/12/2023,Unknown,Equity Research,9999,,0,,,159601
11/4/2024,Marketing,Performance Marketing,7999,,0,,,
5/11/2024,Unknown,Sql Bootcamp,9999,89216,0,,54,
11/2/2024,Finance,Equity Research,7999,,0,56,,85684
1/27/2023,Data,Sql Bootcamp,6999,21632,0,,,
9/22/2023,Marketing,Digital Marketing,9999,,0,,,
2/9/2023,Unknown,Digital Marketing,11999,,0,,,162004
8/20/2023,Marketing,Performance Marketing,6999,,0,,113,
9/2/2024,Marketing,Digital Marketing,9999,78455,13126,,,
2/21/2023,Unknown,Equity Research,5999,,0,,97,119337
11/17/2024,Unknown,Financial Modeling,7999,39494,0,,,
10/9/2024,Unknown,Digital Marketing,7999,,0,562,26,
5/27/2024,Finance,Equity Research,7999,,0,,38,
6/24/2024,Data,Sql Bootcamp,6999,,0,,,
4/19/2023,Unknown,Data Analytics,9999,68466,0,,50,
3/24/2024,Unknown,Performance Marketing,6999,,0,,,29985
6/23/2024,Unknown,Equity Research,11999,28437,15937,,,
5/11/2023,Data,Sql Bootcamp,9999,,6658,,6,
6/19/2024,Unknown,Corporate Finance,11999,75470,0,217,,90818
1/11/2023,Data,Data Analytics,7999,,0,,,
5/15/2024,Data,Sql Bootcamp,7999,,1741,,27,
12/9/2023,Data,Data Analytics,7999,,0,,32,
6/9/2024,Data,Power Bi Mastery,6999,48209,0,,,
1/20/2023,Data,Data Analytics,,65507,0,,,138328
6/9/2024,Marketing,Performance Marketing,9999,,0,670,53,
12/20/2023,Finance,Financial Modeling,11999,,0,558,36,159426
3/29/2023,Unknown,Equity Research,7999,9915,0,,,
5/24/2023,Unknown,Equity Research,9999,67455,33006,181,,
8/25/2024,Finance,Financial Modeling,7999,,0,178,5,13880
11/26/2024,Finance,Corporate Finance,7999,,32413,,118,
10/13/2023,Finance,Financial Modeling,5999,85080,0,,,33645
3/8/2023,Finance,Corporate Finance,9999,21215,0,,,
11/18/2023,Data,Power Bi Mastery,6999,,0,,,
4/29/2024,Finance,Corporate Finance,7999,4321,0,,,149429
4/14/2023,Marketing,Brand Strategy,6999,,0,372,119,
3/21/2023,Unknown,Sql Bootcamp,7999,,0,548,90,
8/31/2023,Finance,Financial Modeling,7999,,0,,18,
11/23/2023,Finance,Equity Research,6999,,0,531,,
11/22/2023,Marketing,Digital Marketing,7999,72092,0,,84,165636
7/11/2024,Unknown,Power Bi Mastery,5999,,16140,,4,
5/11/2023,Marketing,Performance Marketing,,43813,0,,42,
4/26/2024,Unknown,Performance Marketing,5999,88277,33095,670,,
4/22/2023,Unknown,Equity Research,9999,,0,,70,144746
5/13/2023,Finance,Equity Research,9999,12328,0,515,58,95266
5/20/2023,Marketing,Performance Marketing,7999,75309,0,697,,
9/11/2023,Marketing,Brand Strategy,9999,,8693,,,
2/16/2024,Marketing,Performance Marketing,,,37792,,84,51620
12/14/2024,Unknown,Data Analytics,6999,67958,0,,,
2/25/2024,Unknown,Sql Bootcamp,6999,,0,49,69,
7/11/2023,Unknown,Digital Marketing,7999,87012,0,,10,
2/8/2024,Unknown,Equity Research,5999,,0,,,55009
3/31/2023,Unknown,Data Analytics,9999,,1698,,,
6/20/2024,Marketing,Performance Marketing,,,0,,,141581
7/13/2024,Unknown,Digital Marketing,11999,81198,3403,,,151918
7/7/2023,Data,Data Analytics,9999,3260,0,,87,
5/4/2023,Unknown,Corporate Finance,7999,,0,,109,
5/2/2024,Data,Sql Bootcamp,7999,22035,0,,,
1/12/2023,Unknown,Equity Research,5999,,0,729,,
6/4/2024,Finance,Equity Research,,,11282,,29,
12/9/2023,Finance,Equity Research,,37941,0,,5,36318
12/27/2024,Data,Power Bi Mastery,11999,,0,,77,
2/9/2023,Unknown,Sql Bootcamp,5999,,0,,,
11/24/2024,Unknown,Data Analytics,,,0,,,
9/15/2024,Unknown,Digital Marketing,,86749,0,,,
9/3/2023,Marketing,Performance Marketing,7999,,0,,,
12/22/2023,Finance,Equity Research,7999,38928,0,,,73907
7/12/2023,Data,Power Bi Mastery,7999,,0,,101,
5/29/2023,Unknown,Digital Marketing,7999,7278,0,,118,
6/19/2024,Unknown,Sql Bootcamp,,,0,290,,
6/30/2023,Unknown,Corporate Finance,9999,,0,115,,198246
12/4/2023,Data,Power Bi Mastery,6999,,0,,82,
4/3/2024,Unknown,Equity Research,5999,88003,0,533,47,
8/11/2024,Unknown,Digital Marketing,5999,86892,0,,,
10/26/2024,Unknown,Digital Marketing,11999,84932,0,505,,
1/27/2024,Data,Data Analytics,9999,,0,,17,53916
10/20/2024,Marketing,Performance Marketing,7999,,8448,,,176667
6/1/2024,Data,Data Analytics,9999,,12673,349,117,108663
4/2/2023,Unknown,Equity Research,11999,32512,0,,,
3/6/2023,Data,Sql Bootcamp,6999,,30880,,,
8/18/2024,Finance,Corporate Finance,7999,73694,0,,56,
5/22/2023,Marketing,Performance Marketing,11999,66356,0,,,
6/10/2024,Finance,Corporate Finance,6999,,0,,,
5/12/2024,Finance,Financial Modeling,7999,,0,,,
3/21/2024,Unknown,Digital Marketing,9999,,36438,,49,
12/15/2023,Unknown,Corporate Finance,7999,,0,,60,
12/5/2023,Data,Data Analytics,11999,,0,,,
8/24/2023,Unknown,Sql Bootcamp,9999,,38205,,,
5/31/2024,Data,Power Bi Mastery,9999,,0,,,
10/4/2024,Unknown,Power Bi Mastery,11999,,0,120,,
11/1/2024,Finance,Equity Research,9999,3529,0,,70,
9/6/2023,Unknown,Equity Research,9999,,0,,22,
6/12/2024,Marketing,Performance Marketing,6999,,0,,101,
2/11/2023,Finance,Corporate Finance,7999,,0,485,90,
1/26/2023,Unknown,Performance Marketing,,,0,,102,
9/27/2023,Unknown,Data Analytics,6999,20518,0,201,53,
1/27/2023,Unknown,Equity Research,9999,64599,0,,,
5/16/2023,Unknown,Digital Marketing,7999,33493,3208,607,66,
12/14/2023,Data,Power Bi Mastery,7999,6573,0,,79,
10/30/2023,Finance,Financial Modeling,9999,,37866,,35,99628
7/23/2023,Marketing,Digital Marketing,7999,,0,,,
7/15/2024,Marketing,Brand Strategy,7999,59214,0,,,51272
9/17/2024,Data,Sql Bootcamp,7999,,0,,,
11/24/2024,Unknown,Data Analytics,11999,,2175,360,,34854
8/24/2024,Finance,Equity Research,7999,,25715,441,1,
4/19/2023,Data,Sql Bootcamp,5999,32868,0,,,66659
5/26/2023,Unknown,Corporate Finance,7999,29984,0,,56,
11/22/2024,Finance,Corporate Finance,,,11294,,,
4/30/2024,Unknown,Sql Bootcamp,,,0,,51,
5/4/2024,Finance,Equity Research,6999,82060,4858,210,,
5/18/2023,Data,Power Bi Mastery,9999,,0,105,,77674
12/2/2023,Data,Data Analytics,9999,,0,417,56,15378
1/9/2023,Unknown,Sql Bootcamp,9999,,9598,525,,
10/13/2023,Finance,Corporate Finance,6999,,0,247,,117375
9/25/2023,Finance,Corporate Finance,9999,80025,0,,31,
9/19/2023,Marketing,Performance Marketing,5999,,0,,110,50196
1/26/2023,Marketing,Brand Strategy,7999,,34108,,34,
5/30/2023,Marketing,Brand Strategy,6999,,0,,45,
7/30/2023,Data,Power Bi Mastery,6999,,12299,,,
4/20/2024,Data,Data Analytics,7999,,0,,,
1/9/2023,Marketing,Brand Strategy,7999,,0,158,,
11/16/2023,Marketing,Digital Marketing,11999,,0,533,71,
2/23/2023,Data,Data Analytics,6999,66139,26432,,118,151669
2/11/2023,Unknown,Digital Marketing,9999,,0,,,
11/4/2023,Unknown,Power Bi Mastery,,26911,0,,,137076
10/27/2023,Unknown,Equity Research,6999,,0,617,,
8/7/2023,Data,Data Analytics,7999,,0,,99,
9/7/2024,Marketing,Digital Marketing,7999,,0,304,103,
9/23/2024,Unknown,Data Analytics,,41997,0,,,
6/18/2024,Data,Data Analytics,9999,45011,0,,,
5/21/2024,Unknown,Digital Marketing,5999,,0,,,
8/20/2024,Data,Data Analytics,9999,,0,,40,
3/8/2023,Finance,Corporate Finance,5999,,0,,77,
5/23/2023,Finance,Equity Research,,,13724,,21,
1/9/2024,Finance,Equity Research,9999,76470,0,,98,
7/27/2023,Marketing,Performance Marketing,7999,32301,0,,,
11/26/2023,Data,Sql Bootcamp,7999,,0,,105,
12/24/2024,Unknown,Power Bi Mastery,,36995,39511,675,,
3/1/2023,Unknown,Brand Strategy,7999,,40069,,54,
5/29/2023,Marketing,Brand Strategy,9999,,37493,258,,83086
10/2/2024,Unknown,Power Bi Mastery,5999,,0,368,,
4/10/2024,Data,Data Analytics,5999,,10266,,52,
8/31/2024,Data,Sql Bootcamp,11999,,0,501,,179689
4/11/2023,Unknown,Power Bi Mastery,,,0,,,
1/22/2024,Data,Data Analytics,,,0,,102,56058
8/9/2023,Finance,Equity Research,,,0,,,
10/28/2024,Marketing,Brand Strategy,6999,46026,0,,,
5/13/2023,Finance,Corporate Finance,7999,,4683,,,
8/8/2023,Data,Sql Bootcamp,5999,,0,,,
12/26/2024,Finance,Equity Research,,67136,0,,,84543
1/4/2023,Data,Sql Bootcamp,,15917,0,768,36,
2/26/2023,Unknown,Digital Marketing,11999,,0,486,,23868
2/8/2024,Finance,Equity Research,5999,14801,20997,,,
2/4/2024,Unknown,Equity Research,7999,,47574,,,71544
10/24/2024,Data,Sql Bootcamp,5999,48424,0,,,138384
12/1/2024,Unknown,Data Analytics,11999,,0,,,
7/4/2023,Unknown,Brand Strategy,6999,,0,,,
9/13/2023,Finance,Equity Research,6999,,0,576,,
10/23/2023,Unknown,Equity Research,6999,12663,0,,,
7/8/2023,Unknown,Sql Bootcamp,9999,59474,0,396,36,
3/4/2024,Unknown,Power Bi Mastery,9999,,21784,,21,175666
2/6/2024,Unknown,Data Analytics,6999,,33557,542,26,
6/20/2023,Unknown,Equity Research,6999,37571,0,,83,
3/6/2023,Finance,Equity Research,9999,,0,647,106,
11/23/2023,Marketing,Digital Marketing,7999,,0,,35,
11/10/2024,Data,Sql Bootcamp,7999,,19539,,69,
6/18/2024,Marketing,Brand Strategy,11999,,0,,39,
3/22/2024,Marketing,Brand Strategy,5999,,27502,,98,
2/17/2024,Finance,Corporate Finance,11999,64289,0,,,
1/3/2024,Data,Power Bi Mastery,,,0,,89,
11/3/2023,Unknown,Sql Bootcamp,9999,,0,438,,
4/8/2023,Finance,Equity Research,6999,,5845,,,194838
10/29/2023,Finance,Equity Research,5999,14639,0,472,24,
8/3/2024,Data,Sql Bootcamp,11999,,38529,,,
1/14/2023,Data,Data Analytics,,,0,,92,85315
3/13/2024,Finance,Corporate Finance,,59168,0,,76,
3/30/2023,Data,Power Bi Mastery,6999,,15281,,16,
